Date,TR
1945-07-01,152.92756770816834
1945-08-01,153.58463039597848
1945-09-01,164.1849666966013
1945-10-01,171.16643250754126
1945-11-01,176.9086685578847
1945-12-01,180.05986368380118
1946-01-01,187.37085405883118
1946-02-01,188.03401333060754
1946-03-01,182.5595261020627
1946-04-01,194.47216271441175
1946-05-01,195.0337185123446
1946-06-01,193.92684608953243
1946-07-01,188.54041539914212
1946-08-01,185.03060642900493
1946-09-01,157.89324077129845
1946-10-01,154.4838997433874
1946-11-01,154.00513597883446
1946-12-01,158.76901531785842
1947-01-01,159.76028077678203
1947-02-01,166.1099074734404
1947-03-01,159.53459638159944
1947-04-01,153.79752613239424
1947-05-01,151.2175313971307
1947-06-01,156.6518113280375
1947-07-01,166.63276945321454
1947-08-01,163.52313029060664
1947-09-01,159.46034527304118
1947-10-01,163.76142772204636
1947-11-01,162.02870482728838
1947-12-01,159.66080811638003
1948-01-01,157.71567901798963
1948-02-01,150.1323384188487
1948-03-01,152.44272619783945
1948-04-01,164.3499408153492
1948-05-01,172.53484743836808
1948-06-01,179.87349093462558
1948-07-01,175.77815073656993
1948-08-01,170.82337866046004
1948-09-01,169.07948829570455
1948-10-01,173.88205938661096
1948-11-01,164.4095952807751
1948-12-01,163.53219230870374
1949-01-01,165.56379335340915
1949-02-01,159.40921107159122
1949-03-01,161.12870949255822
1949-04-01,161.12392184950414
1949-05-01,160.14780263060536
1949-06-01,151.5881175384061
1949-07-01,160.37882803232318
1949-08-01,166.3575458353059
1949-09-01,168.75485311561965
1949-10-01,173.3409966201094
1949-11-01,175.97639660143304
1949-12-01,180.9160230727868
1950-01-01,184.87965482135652
1950-02-01,188.74081677340763
1950-03-01,190.52512274886604
1950-04-01,196.1570113709843
1950-05-01,203.0074117629576
1950-06-01,206.56545453059698
1950-07-01,191.83911672592868
1950-08-01,203.7026963557607
1950-09-01,211.16998070212992
1950-10-01,220.20630036343297
1950-11-01,220.06584252184214
1950-12-01,219.49079872630122
1951-01-01,236.03276041075995
1951-02-01,245.1440313759325
1951-03-01,241.34455873992908
1951-04-01,244.90657919479895
1951-05-01,245.34738537221543
1951-06-01,241.42795478286658
1951-07-01,246.01423178086424
1951-08-01,257.10990506137244
1951-09-01,264.0604322518689
1951-10-01,263.0264921363333
1951-11-01,256.01549204273357
1951-12-01,264.2067665662877
1952-01-01,273.31060527435034
1952-02-01,268.6406864191231
1952-03-01,269.6214852864933
1952-04-01,269.1330692923262
1952-05-01,269.32608535053896
1952-06-01,277.0118381075831
1952-07-01,285.27392900327675
1952-08-01,286.7198954988445
1952-09-01,282.473681824214
1952-10-01,276.8517406930824
1952-11-01,285.94170960582085
1952-12-01,297.77990883482124
1953-01-01,299.68087608662137
1953-02-01,296.3178554469071
1953-03-01,298.1074657024407
1953-04-01,283.7264675528588
1953-05-01,285.520579570345
1953-06-01,275.5927025673749
1953-07-01,279.8072109732085
1953-08-01,281.2612826878394
1953-09-01,268.6477630899157
1953-10-01,277.0333864435701
1953-11-01,283.4652468864192
1953-12-01,287.59186085012595
1954-01-01,295.19872468228874
1954-02-01,302.0030520808262
1954-03-01,308.6994336664227
1954-04-01,321.32622645485077
1954-05-01,334.4287313090532
1954-06-01,337.4145342620424
1954-07-01,351.35619765033266
1954-08-01,358.6643489258264
1954-09-01,367.3805750598627
1954-10-01,376.22573949872475
1954-11-01,391.2794617122805
1954-12-01,409.5095607729863
1955-01-01,417.2161351580142
1955-02-01,431.49290058915676
1955-03-01,428.42353956076084
1955-04-01,443.5455783032779
1955-05-01,441.99948192929185
1955-06-01,467.96009019008596
1955-07-01,502.5300541735365
1955-08-01,499.8105694743441
1955-09-01,522.6543827245595
1955-10-01,496.71452707557944
1955-11-01,530.5616702401629
1955-12-01,535.8680235739099
1956-01-01,521.8138433011981
1956-02-01,525.484897096453
1956-03-01,562.0443795720719
1956-04-01,569.0450312153457
1956-05-01,551.5404655234233
1956-06-01,548.7237036862061
1956-07-01,578.8760302775188
1956-08-01,575.8232310544842
1956-09-01,556.6208179365019
1956-10-01,549.8751455534644
1956-11-01,544.5444033151491
1956-12-01,553.006622074426
1957-01-01,541.3490658582729
1957-02-01,518.3622757402686
1957-03-01,525.408135735415
1957-04-01,537.9478378858618
1957-05-01,558.97407525734
1957-06-01,568.542887981255
1957-07-01,580.3915691480958
1957-08-01,548.8190427497684
1957-09-01,526.9246753306303
1957-10-01,494.473312675904
1957-11-01,484.1808127949617
1957-12-01,484.321673369178
1958-01-01,494.188189885154
1958-02-01,496.2487521178742
1958-03-01,506.8486013598937
1958-04-01,509.99070998002264
1958-05-01,526.7430050301855
1958-06-01,539.7673865961038
1958-07-01,554.971536183229
1958-08-01,576.0997570494022
1958-09-01,591.6855715872788
1958-10-01,616.1043872694501
1958-11-01,635.218425332457
1958-12-01,647.5691703499723
1959-01-01,673.7294756871145
1959-02-01,663.8085348011252
1959-03-01,681.0318324514765
1959-04-01,692.8088844267243
1959-05-01,703.6229160019855
1959-06-01,697.9338661341211
1959-07-01,726.0099966807854
1959-08-01,722.261722099102
1959-09-01,694.0725010926382
1959-10-01,693.8507246954621
1959-11-01,697.0384157868986
1959-12-01,719.7164425403982
1960-01-01,707.5618296039036
1960-02-01,680.5324643520298
1960-03-01,671.6730059834183
1960-04-01,680.7540165156296
1960-05-01,674.9384411981301
1960-06-01,700.2876778076212
1960-07-01,683.3360240532344
1960-08-01,691.949970967456
1960-09-01,671.5488152012764
1960-10-01,658.7312198488145
1960-11-01,680.4785594464225
1960-12-01,697.2092360824405
1961-01-01,733.4658678324981
1961-02-01,763.9696198657143
1961-03-01,788.3447592949024
1961-04-01,809.7816914780865
1961-05-01,818.4361972698082
1961-06-01,808.018529338572
